product,product_id,training_items,predicted_start,predicted_end,predicted_change,predicted_trend,actual_start,actual_end,actual_change,actual_trend,rf_mae,benchmark_mae,zero_sales_share
Daily product 1,99a4788cb24856965c36a24e339b6058,358,0.5224106689797867,0.5680357055394509,0.04562503655966421,Roughly flat,0.17857142857142858,0.35714285714285715,0.17857142857142858,Upward,0.7026798086797533,0.7059948979591838,0.6339285714285714
Daily product 2,422879e10f46682990de24d770e7f83d,275,1.0367515055843766,1.047335927118879,0.010584421534502342,Roughly flat,1.5,0.39285714285714285,-1.1071428571428572,Downward,1.2746018650997872,1.2340561224489797,0.5982142857142857
Daily product 3,154e7e31ebfa092203795c972e5804a6,225,0.26345952261411265,0.4915594219809018,0.22809989936678915,Upward,0.0,0.07142857142857142,0.07142857142857142,Roughly flat,0.4168071601811323,0.3169642857142857,0.9196428571428571
Daily product 4,389d119b48cf3043d311335e499d9c6b,219,1.0470905001629893,1.0753666163052795,0.028276116142290197,Roughly flat,0.2857142857142857,0.39285714285714285,0.10714285714285715,Upward,0.9569409310783568,0.9017857142857143,0.6964285714285714
Daily product 5,53759a2ecddad2bb87a079a1f1519f73,217,0.8221890204280591,0.827197696621954,0.00500867619389489,Roughly flat,0.5357142857142857,0.21428571428571427,-0.3214285714285714,Downward,0.8994955974208475,0.9247448979591836,0.7678571428571429
